Country,League,Season,Date,Time,Home,Away,HG,AG,Res
Mexico,Liga MX,2017/2018,15/02/2018,01:00,Queretaro,Guadalajara Chivas,2,2,D
Mexico,Liga MX,2017/2018,15/02/2018,01:00,Santos Laguna,Club Leon,5,1,H
Mexico,Liga MX,2017/2018,15/02/2018,02:45,Monterrey,Cruz Azul,2,2,D
Mexico,Liga MX,2017/2018,15/02/2018,03:00,Puebla,Toluca,2,0,H
Mexico,Liga MX,2017/2018,15/02/2018,03:00,UNAM Pumas,Veracruz,1,2,A
Mexico,Liga MX,2017/2018,15/02/2018,03:06,Pachuca,Club Tijuana,2,0,H
Mexico,Liga MX,2017/2018,17/02/2018,01:00,Monarcas,Lobos BUAP,2,1,H
Mexico,Liga MX,2017/2018,17/02/2018,23:00,Cruz Azul,Puebla,1,1,D
Mexico,Liga MX,2017/2018,18/02/2018,01:00,Tigres UANL,Atlas,2,0,H
Mexico,Liga MX,2017/2018,18/02/2018,01:06,Club Leon,Queretaro,1,1,D
Mexico,Liga MX,2017/2018,18/02/2018,02:30,Club Tijuana,UNAM Pumas,4,1,H
Mexico,Liga MX,2017/2018,18/02/2018,03:00,Necaxa,Monterrey,3,0,H
Mexico,Liga MX,2017/2018,18/02/2018,03:06,Guadalajara Chivas,Pachuca,1,1,D
Mexico,Liga MX,2017/2018,18/02/2018,18:00,Toluca,Santos Laguna,2,0,H
Mexico,Liga MX,2017/2018,19/02/2018,00:00,Veracruz,Club America,1,1,D
Mexico,Liga MX,2017/2018,24/02/2018,03:00,Atlas,Monterrey,0,1,A
Mexico,Liga MX,2017/2018,24/02/2018,03:00,Puebla,Necaxa,1,1,D
Mexico,Liga MX,2017/2018,24/02/2018,23:00,Lobos BUAP,Veracruz,5,0,H
Mexico,Liga MX,2017/2018,24/02/2018,23:00,Queretaro,Toluca,0,2,A
Mexico,Liga MX,2017/2018,25/02/2018,01:00,Tigres UANL,Monarcas,2,1,H
Mexico,Liga MX,2017/2018,25/02/2018,01:06,Pachuca,Club Leon,2,1,H
Mexico,Liga MX,2017/2018,25/02/2018,03:00,Club America,Club Tijuana,0,0,D
Mexico,Liga MX,2017/2018,25/02/2018,18:00,UNAM Pumas,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2017/2018,26/02/2018,00:00,Santos Laguna,Cruz Azul,2,0,H
Mexico,Liga MX,2017/2018,03/03/2018,03:00,Club Tijuana,Lobos BUAP,3,1,H
Mexico,Liga MX,2017/2018,03/03/2018,03:00,Monarcas,Atlas,2,1,H
Mexico,Liga MX,2017/2018,03/03/2018,23:00,Cruz Azul,Queretaro,0,1,A
Mexico,Liga MX,2017/2018,04/03/2018,01:00,Monterrey,Puebla,1,3,A
Mexico,Liga MX,2017/2018,04/03/2018,01:06,Club Leon,UNAM Pumas,3,0,H
Mexico,Liga MX,2017/2018,04/03/2018,03:00,Necaxa,Santos Laguna,1,2,A
Mexico,Liga MX,2017/2018,04/03/2018,03:06,Guadalajara Chivas,Club America,1,1,D
Mexico,Liga MX,2017/2018,04/03/2018,18:00,Toluca,Pachuca,2,1,H
Mexico,Liga MX,2017/2018,05/03/2018,00:00,Veracruz,Tigres UANL,0,2,A
Mexico,Liga MX,2017/2018,10/03/2018,01:00,Monarcas,Veracruz,2,0,H
Mexico,Liga MX,2017/2018,10/03/2018,03:00,Atlas,Puebla,1,0,H
Mexico,Liga MX,2017/2018,10/03/2018,23:00,Cruz Azul,Pachuca,5,0,H
Mexico,Liga MX,2017/2018,10/03/2018,23:00,Lobos BUAP,Guadalajara Chivas,0,1,A
Mexico,Liga MX,2017/2018,10/03/2018,23:00,Queretaro,Necaxa,1,1,D
Mexico,Liga MX,2017/2018,11/03/2018,01:00,Tigres UANL,Club Tijuana,1,0,H
Mexico,Liga MX,2017/2018,11/03/2018,03:00,Club America,Club Leon,2,0,H
Mexico,Liga MX,2017/2018,11/03/2018,18:00,UNAM Pumas,Toluca,0,1,A
Mexico,Liga MX,2017/2018,12/03/2018,00:00,Santos Laguna,Monterrey,3,2,H
Mexico,Liga MX,2017/2018,17/03/2018,01:00,Puebla,Santos Laguna,0,1,A
Mexico,Liga MX,2017/2018,17/03/2018,02:00,Club Tijuana,Monarcas,1,1,D
Mexico,Liga MX,2017/2018,17/03/2018,23:00,Cruz Azul,UNAM Pumas,1,1,D
Mexico,Liga MX,2017/2018,18/03/2018,01:00,Monterrey,Queretaro,3,1,H
Mexico,Liga MX,2017/2018,18/03/2018,01:06,Club Leon,Lobos BUAP,2,2,D
Mexico,Liga MX,2017/2018,18/03/2018,03:00,Club America,Toluca,1,2,A
Mexico,Liga MX,2017/2018,18/03/2018,03:00,Necaxa,Pachuca,1,1,D
Mexico,Liga MX,2017/2018,18/03/2018,03:06,Guadalajara Chivas,Tigres UANL,0,0,D
Mexico,Liga MX,2017/2018,19/03/2018,00:00,Veracruz,Atlas,3,1,H
Mexico,Liga MX,2017/2018,31/03/2018,02:00,Monarcas,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2017/2018,31/03/2018,04:00,Atlas,Santos Laguna,3,2,H
Mexico,Liga MX,2017/2018,01/04/2018,00:00,Lobos BUAP,Toluca,1,2,A
Mexico,Liga MX,2017/2018,01/04/2018,00:00,Queretaro,Puebla,2,1,H
Mexico,Liga MX,2017/2018,01/04/2018,02:00,Tigres UANL,Club Leon,4,1,H
Mexico,Liga MX,2017/2018,01/04/2018,02:06,Pachuca,Monterrey,1,2,A
Mexico,Liga MX,2017/2018,01/04/2018,04:00,Club America,Cruz Azul,2,1,H
Mexico,Liga MX,2017/2018,01/04/2018,18:00,UNAM Pumas,Necaxa,1,1,D
Mexico,Liga MX,2017/2018,02/04/2018,00:00,Veracruz,Club Tijuana,1,0,H
Mexico,Liga MX,2017/2018,07/04/2018,01:00,Puebla,Pachuca,2,6,A
Mexico,Liga MX,2017/2018,07/04/2018,03:00,Club Tijuana,Atlas,2,2,D
Mexico,Liga MX,2017/2018,07/04/2018,23:00,Cruz Azul,Lobos BUAP,1,0,H
Mexico,Liga MX,2017/2018,08/04/2018,01:00,Monterrey,UNAM Pumas,2,1,H
Mexico,Liga MX,2017/2018,08/04/2018,01:06,Club Leon,Monarcas,2,3,A
Mexico,Liga MX,2017/2018,08/04/2018,03:00,Necaxa,Club America,1,1,D
Mexico,Liga MX,2017/2018,08/04/2018,03:06,Guadalajara Chivas,Veracruz,0,1,A
Mexico,Liga MX,2017/2018,08/04/2018,18:00,Toluca,Tigres UANL,1,0,H
Mexico,Liga MX,2017/2018,09/04/2018,00:00,Santos Laguna,Queretaro,3,0,H
Mexico,Liga MX,2017/2018,14/04/2018,03:00,Atlas,Queretaro,1,0,H
Mexico,Liga MX,2017/2018,14/04/2018,03:00,Club Tijuana,Guadalajara Chivas,3,0,H
Mexico,Liga MX,2017/2018,14/04/2018,23:00,Lobos BUAP,Necaxa,0,1,A
Mexico,Liga MX,2017/2018,15/04/2018,01:00,Tigres UANL,Cruz Azul,2,2,D
Mexico,Liga MX,2017/2018,15/04/2018,01:06,Pachuca,Santos Laguna,3,1,H
Mexico,Liga MX,2017/2018,15/04/2018,02:30,Monarcas,Toluca,0,1,A
Mexico,Liga MX,2017/2018,15/04/2018,03:00,Club America,Monterrey,0,0,D
Mexico,Liga MX,2017/2018,15/04/2018,18:00,UNAM Pumas,Puebla,4,2,H
Mexico,Liga MX,2017/2018,16/04/2018,00:00,Veracruz,Club Leon,1,2,A
Mexico,Liga MX,2017/2018,21/04/2018,01:00,Puebla,Club America,3,1,H
Mexico,Liga MX,2017/2018,21/04/2018,03:00,Atlas,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2017/2018,21/04/2018,23:00,Cruz Azul,Monarcas,2,0,H
Mexico,Liga MX,2017/2018,21/04/2018,23:00,Queretaro,Pachuca,0,0,D
Mexico,Liga MX,2017/2018,22/04/2018,01:00,Monterrey,Lobos BUAP,4,0,H
Mexico,Liga MX,2017/2018,22/04/2018,01:06,Club Leon,Club Tijuana,1,1,D
Mexico,Liga MX,2017/2018,22/04/2018,03:00,Necaxa,Tigres UANL,1,1,D
Mexico,Liga MX,2017/2018,22/04/2018,18:00,Toluca,Veracruz,3,0,H
Mexico,Liga MX,2017/2018,23/04/2018,00:00,Santos Laguna,UNAM Pumas,1,2,A
Mexico,Liga MX,2017/2018,28/04/2018,01:00,Monarcas,Necaxa,2,2,D
Mexico,Liga MX,2017/2018,28/04/2018,03:00,Club Tijuana,Toluca,1,0,H
Mexico,Liga MX,2017/2018,28/04/2018,23:00,Lobos BUAP,Puebla,0,1,A
Mexico,Liga MX,2017/2018,29/04/2018,01:00,Tigres UANL,Monterrey,2,2,D
Mexico,Liga MX,2017/2018,29/04/2018,01:06,Pachuca,Atlas,0,0,D
Mexico,Liga MX,2017/2018,29/04/2018,03:00,Club America,Santos Laguna,1,0,H
Mexico,Liga MX,2017/2018,29/04/2018,03:06,Guadalajara Chivas,Club Leon,0,2,A
Mexico,Liga MX,2017/2018,29/04/2018,18:00,UNAM Pumas,Queretaro,1,1,D
Mexico,Liga MX,2017/2018,30/04/2018,00:00,Veracruz,Cruz Azul,1,2,A
Mexico,Liga MX,2017/2018,03/05/2018,01:30,UNAM Pumas,Club America,1,4,A
Mexico,Liga MX,2017/2018,03/05/2018,03:30,Club Tijuana,Monterrey,1,1,D
Mexico,Liga MX,2017/2018,04/05/2018,01:30,Tigres UANL,Santos Laguna,2,0,H
Mexico,Liga MX,2017/2018,04/05/2018,03:30,Monarcas,Toluca,2,2,D
Mexico,Liga MX,2017/2018,06/05/2018,01:00,Club America,UNAM Pumas,2,1,H
Mexico,Liga MX,2017/2018,06/05/2018,03:00,Monterrey,Club Tijuana,1,2,A
Mexico,Liga MX,2017/2018,06/05/2018,18:00,Toluca,Monarcas,2,2,D
Mexico,Liga MX,2017/2018,07/05/2018,00:00,Santos Laguna,Tigres UANL,2,0,H
Mexico,Liga MX,2017/2018,11/05/2018,01:30,Santos Laguna,Club America,4,1,H
Mexico,Liga MX,2017/2018,11/05/2018,03:30,Club Tijuana,Toluca,2,1,H
Mexico,Liga MX,2017/2018,13/05/2018,18:00,Toluca,Club Tijuana,4,1,H
Mexico,Liga MX,2017/2018,14/05/2018,01:00,Club America,Santos Laguna,2,2,D
Mexico,Liga MX,2017/2018,18/05/2018,02:00,Santos Laguna,Toluca,2,1,H
Mexico,Liga MX,2017/2018,21/05/2018,01:00,Toluca,Santos Laguna,1,1,D
Mexico,Liga MX,2018/2019,21/07/2018,01:00,Veracruz,UNAM Pumas,0,2,A
Mexico,Liga MX,2018/2019,21/07/2018,03:00,Atlas,Queretaro,0,0,D
Mexico,Liga MX,2018/2019,21/07/2018,23:00,Cruz Azul,Puebla,3,0,H
Mexico,Liga MX,2018/2019,22/07/2018,01:00,Pachuca,Monterrey,0,1,A
Mexico,Liga MX,2018/2019,22/07/2018,03:00,Club Tijuana,Guadalajara Chivas,2,1,H
Mexico,Liga MX,2018/2019,22/07/2018,03:00,Tigres UANL,Club Leon,2,0,H
Mexico,Liga MX,2018/2019,22/07/2018,18:00,Toluca,Monarcas,2,0,H
Mexico,Liga MX,2018/2019,23/07/2018,00:00,Santos Laguna,Lobos BUAP,2,1,H
Mexico,Liga MX,2018/2019,23/07/2018,02:00,Necaxa,Club America,2,1,H
Mexico,Liga MX,2018/2019,28/07/2018,01:00,Monarcas,Santos Laguna,3,1,H
Mexico,Liga MX,2018/2019,28/07/2018,03:00,Puebla,Toluca,2,1,H
Mexico,Liga MX,2018/2019,28/07/2018,23:00,Queretaro,Pachuca,1,0,H
Mexico,Liga MX,2018/2019,29/07/2018,01:00,Club America,Atlas,3,0,H
Mexico,Liga MX,2018/2019,29/07/2018,03:06,Guadalajara Chivas,Cruz Azul,0,1,A
Mexico,Liga MX,2018/2019,29/07/2018,18:00,UNAM Pumas,Necaxa,5,3,H
Mexico,Liga MX,2018/2019,29/07/2018,22:00,Lobos BUAP,Veracruz,2,0,H
Mexico,Liga MX,2018/2019,30/07/2018,00:00,Tigres UANL,Club Tijuana,1,0,H
Mexico,Liga MX,2018/2019,30/07/2018,02:00,Club Leon,Monterrey,0,2,A
Mexico,Liga MX,2018/2019,04/08/2018,01:00,Veracruz,Monarcas,2,2,D
Mexico,Liga MX,2018/2019,04/08/2018,03:00,Atlas,UNAM Pumas,0,3,A
Mexico,Liga MX,2018/2019,04/08/2018,23:00,Necaxa,Lobos BUAP,1,0,H
Mexico,Liga MX,2018/2019,05/08/2018,01:00,Pachuca,Club America,1,3,A
Mexico,Liga MX,2018/2019,05/08/2018,03:00,Cruz Azul,Tigres UANL,1,0,H
Mexico,Liga MX,2018/2019,05/08/2018,03:06,Monterrey,Queretaro,2,1,H
Mexico,Liga MX,2018/2019,05/08/2018,18:00,Toluca,Guadalajara Chivas,2,2,D
Mexico,Liga MX,2018/2019,06/08/2018,00:00,Santos Laguna,Puebla,2,0,H
Mexico,Liga MX,2018/2019,06/08/2018,02:06,Club Tijuana,Club Leon,1,1,D
Mexico,Liga MX,2018/2019,11/08/2018,01:00,Puebla,Veracruz,1,2,A
Mexico,Liga MX,2018/2019,11/08/2018,03:00,Monarcas,Necaxa,2,1,H
Mexico,Liga MX,2018/2019,11/08/2018,23:00,Lobos BUAP,Atlas,0,0,D
Mexico,Liga MX,2018/2019,12/08/2018,01:00,Club Leon,Queretaro,4,0,H
Mexico,Liga MX,2018/2019,12/08/2018,01:00,Tigres UANL,Toluca,1,2,A
Mexico,Liga MX,2018/2019,12/08/2018,03:00,Club America,Monterrey,3,0,H
Mexico,Liga MX,2018/2019,12/08/2018,22:00,UNAM Pumas,Pachuca,0,0,D
Mexico,Liga MX,2018/2019,13/08/2018,00:00,Guadalajara Chivas,Santos Laguna,1,2,A
Mexico,Liga MX,2018/2019,13/08/2018,02:06,Club Tijuana,Cruz Azul,1,1,D
Mexico,Liga MX,2018/2019,18/08/2018,01:00,Veracruz,Guadalajara Chivas,0,2,A
Mexico,Liga MX,2018/2019,18/08/2018,03:00,Atlas,Monarcas,0,1,A
Mexico,Liga MX,2018/2019,18/08/2018,23:00,Cruz Azul,Club Leon,3,0,H
Mexico,Liga MX,2018/2019,19/08/2018,01:00,Pachuca,Lobos BUAP,3,0,H
Mexico,Liga MX,2018/2019,19/08/2018,03:00,Necaxa,Puebla,2,2,D
Mexico,Liga MX,2018/2019,19/08/2018,03:00,Queretaro,Club America,1,1,D
Mexico,Liga MX,2018/2019,19/08/2018,03:06,Monterrey,UNAM Pumas,1,0,H
Mexico,Liga MX,2018/2019,19/08/2018,18:00,Toluca,Club Tijuana,3,0,H
Mexico,Liga MX,2018/2019,20/08/2018,00:00,Santos Laguna,Tigres UANL,3,1,H
Mexico,Liga MX,2018/2019,22/08/2018,01:00,Monarcas,Pachuca,1,1,D
Mexico,Liga MX,2018/2019,22/08/2018,01:00,UNAM Pumas,Queretaro,0,1,A
Mexico,Liga MX,2018/2019,22/08/2018,03:00,Guadalajara Chivas,Necaxa,1,0,H
Mexico,Liga MX,2018/2019,22/08/2018,03:00,Puebla,Atlas,2,0,H
Mexico,Liga MX,2018/2019,23/08/2018,01:00,Club Leon,Club America,2,0,H
Mexico,Liga MX,2018/2019,23/08/2018,01:00,Cruz Azul,Toluca,1,0,H
Mexico,Liga MX,2018/2019,23/08/2018,03:00,Lobos BUAP,Monterrey,1,2,A
Mexico,Liga MX,2018/2019,23/08/2018,03:00,Tigres UANL,Veracruz,4,0,H
Mexico,Liga MX,2018/2019,23/08/2018,03:06,Club Tijuana,Santos Laguna,2,2,D
Mexico,Liga MX,2018/2019,25/08/2018,03:00,Atlas,Guadalajara Chivas,0,1,A
Mexico,Liga MX,2018/2019,25/08/2018,23:00,Pachuca,Puebla,2,0,H
Mexico,Liga MX,2018/2019,26/08/2018,01:00,Club America,UNAM Pumas,2,2,D
Mexico,Liga MX,2018/2019,26/08/2018,02:30,Veracruz,Club Tijuana,1,0,H
Mexico,Liga MX,2018/2019,26/08/2018,03:00,Necaxa,Tigres UANL,1,1,D
Mexico,Liga MX,2018/2019,26/08/2018,03:06,Monterrey,Monarcas,2,2,D
Mexico,Liga MX,2018/2019,26/08/2018,18:00,Queretaro,Lobos BUAP,2,0,H
Mexico,Liga MX,2018/2019,26/08/2018,22:00,Toluca,Club Leon,1,2,A
Mexico,Liga MX,2018/2019,27/08/2018,00:00,Santos Laguna,Cruz Azul,1,1,D
Mexico,Liga MX,2018/2019,01/09/2018,01:00,Monarcas,Queretaro,1,4,A
Mexico,Liga MX,2018/2019,01/09/2018,03:00,Puebla,Monterrey,2,1,H
Mexico,Liga MX,2018/2019,01/09/2018,03:06,Club Tijuana,Necaxa,1,0,H
Mexico,Liga MX,2018/2019,01/09/2018,23:00,Cruz Azul,Veracruz,4,1,H
Mexico,Liga MX,2018/2019,02/09/2018,01:00,Club Leon,UNAM Pumas,1,2,A
Mexico,Liga MX,2018/2019,02/09/2018,01:00,Tigres UANL,Atlas,3,1,H
Mexico,Liga MX,2018/2019,02/09/2018,03:00,Guadalajara Chivas,Pachuca,1,3,A
Mexico,Liga MX,2018/2019,02/09/2018,18:00,Toluca,Santos Laguna,2,1,H
Mexico,Liga MX,2018/2019,02/09/2018,22:00,Lobos BUAP,Club America,0,2,A
Mexico,Liga MX,2018/2019,15/09/2018,03:00,Veracruz,Toluca,2,3,A
Mexico,Liga MX,2018/2019,15/09/2018,23:00,Queretaro,Puebla,0,1,A
Mexico,Liga MX,2018/2019,16/09/2018,01:00,Club America,Monarcas,2,1,H
Mexico,Liga MX,2018/2019,16/09/2018,01:00,Pachuca,Tigres UANL,1,1,D
Mexico,Liga MX,2018/2019,16/09/2018,02:45,Necaxa,Cruz Azul,2,0,H
Mexico,Liga MX,2018/2019,16/09/2018,03:06,Monterrey,Guadalajara Chivas,2,4,A
Mexico,Liga MX,2018/2019,16/09/2018,18:00,UNAM Pumas,Lobos BUAP,4,2,H
Mexico,Liga MX,2018/2019,16/09/2018,22:00,Santos Laguna,Club Leon,3,0,H
Mexico,Liga MX,2018/2019,17/09/2018,00:00,Atlas,Club Tijuana,0,1,A
Mexico,Liga MX,2018/2019,22/09/2018,01:00,Monarcas,UNAM Pumas,0,0,D
Mexico,Liga MX,2018/2019,22/09/2018,03:00,Puebla,Club America,2,3,A
Mexico,Liga MX,2018/2019,22/09/2018,23:00,Toluca,Necaxa,3,2,H
Mexico,Liga MX,2018/2019,23/09/2018,01:00,Club Leon,Lobos BUAP,0,1,A
Mexico,Liga MX,2018/2019,23/09/2018,03:00,Cruz Azul,Atlas,2,0,H
Mexico,Liga MX,2018/2019,23/09/2018,03:06,Club Tijuana,Pachuca,1,0,H
Mexico,Liga MX,2018/2019,23/09/2018,22:00,Guadalajara Chivas,Queretaro,1,1,D
Mexico,Liga MX,2018/2019,24/09/2018,00:00,Santos Laguna,Veracruz,1,1,D
Mexico,Liga MX,2018/2019,24/09/2018,02:00,Tigres UANL,Monterrey,0,0,D
Mexico,Liga MX,2018/2019,29/09/2018,01:00,Veracruz,Club Leon,0,4,A
Mexico,Liga MX,2018/2019,29/09/2018,03:00,Atlas,Toluca,2,0,H
Mexico,Liga MX,2018/2019,29/09/2018,23:00,Queretaro,Tigres UANL,0,2,A
Mexico,Liga MX,2018/2019,30/09/2018,01:00,Pachuca,Cruz Azul,3,1,H
Mexico,Liga MX,2018/2019,30/09/2018,03:00,Necaxa,Santos Laguna,0,1,A
Mexico,Liga MX,2018/2019,30/09/2018,03:06,Monterrey,Club Tijuana,3,0,H
Mexico,Liga MX,2018/2019,30/09/2018,18:00,UNAM Pumas,Puebla,2,2,D
Mexico,Liga MX,2018/2019,30/09/2018,22:00,Lobos BUAP,Monarcas,3,1,H
Mexico,Liga MX,2018/2019,01/10/2018,00:00,Club America,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2018/2019,06/10/2018,01:00,Santos Laguna,Atlas,3,1,H
Mexico,Liga MX,2018/2019,06/10/2018,03:10,Veracruz,Necaxa,0,0,D
Mexico,Liga MX,2018/2019,06/10/2018,23:00,Cruz Azul,Monterrey,2,1,H
Mexico,Liga MX,2018/2019,07/10/2018,01:00,Club Leon,Monarcas,1,2,A
Mexico,Liga MX,2018/2019,07/10/2018,01:00,Tigres UANL,Club America,2,3,A
Mexico,Liga MX,2018/2019,07/10/2018,03:06,Guadalajara Chivas,UNAM Pumas,1,2,A
Mexico,Liga MX,2018/2019,07/10/2018,03:36,Club Tijuana,Queretaro,1,1,D
Mexico,Liga MX,2018/2019,07/10/2018,18:00,Toluca,Pachuca,2,1,H
Mexico,Liga MX,2018/2019,08/10/2018,00:00,Puebla,Lobos BUAP,2,2,D
Mexico,Liga MX,2018/2019,20/10/2018,03:00,Atlas,Veracruz,4,3,H
Mexico,Liga MX,2018/2019,20/10/2018,23:00,Queretaro,Cruz Azul,2,0,H
Mexico,Liga MX,2018/2019,21/10/2018,01:00,Club America,Club Tijuana,3,0,H
Mexico,Liga MX,2018/2019,21/10/2018,01:00,Pachuca,Santos Laguna,1,1,D
Mexico,Liga MX,2018/2019,21/10/2018,03:00,Necaxa,Club Leon,0,2,A
Mexico,Liga MX,2018/2019,21/10/2018,03:06,Monterrey,Toluca,2,1,H
Mexico,Liga MX,2018/2019,21/10/2018,18:00,Lobos BUAP,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2018/2019,21/10/2018,22:30,UNAM Pumas,Tigres UANL,3,3,D
Mexico,Liga MX,2018/2019,22/10/2018,00:00,Monarcas,Puebla,2,0,H
Mexico,Liga MX,2018/2019,27/10/2018,01:00,Santos Laguna,Monterrey,1,0,H
Mexico,Liga MX,2018/2019,27/10/2018,03:05,Veracruz,Pachuca,2,3,A
Mexico,Liga MX,2018/2019,27/10/2018,23:00,Necaxa,Atlas,2,2,D
Mexico,Liga MX,2018/2019,28/10/2018,01:00,Guadalajara Chivas,Monarcas,1,2,A
Mexico,Liga MX,2018/2019,28/10/2018,01:00,Tigres UANL,Lobos BUAP,2,2,D
Mexico,Liga MX,2018/2019,28/10/2018,02:00,Cruz Azul,Club America,0,0,D
Mexico,Liga MX,2018/2019,28/10/2018,02:06,Club Tijuana,UNAM Pumas,0,1,A
Mexico,Liga MX,2018/2019,28/10/2018,18:00,Toluca,Queretaro,4,0,H
Mexico,Liga MX,2018/2019,29/10/2018,01:00,Club Leon,Puebla,0,4,A
Mexico,Liga MX,2018/2019,03/11/2018,01:00,Monarcas,Tigres UANL,0,2,A
Mexico,Liga MX,2018/2019,03/11/2018,03:00,Puebla,Guadalajara Chivas,2,2,D
Mexico,Liga MX,2018/2019,03/11/2018,23:00,Pachuca,Necaxa,6,2,H
Mexico,Liga MX,2018/2019,04/11/2018,01:00,Club America,Toluca,1,1,D
Mexico,Liga MX,2018/2019,04/11/2018,01:06,Monterrey,Veracruz,2,0,H
Mexico,Liga MX,2018/2019,04/11/2018,03:00,Lobos BUAP,Club Tijuana,3,1,H
Mexico,Liga MX,2018/2019,04/11/2018,18:00,UNAM Pumas,Cruz Azul,1,2,A
Mexico,Liga MX,2018/2019,04/11/2018,22:00,Queretaro,Santos Laguna,2,1,H
Mexico,Liga MX,2018/2019,05/11/2018,00:00,Atlas,Club Leon,0,0,D
Mexico,Liga MX,2018/2019,10/11/2018,01:00,Veracruz,Queretaro,2,2,D
Mexico,Liga MX,2018/2019,10/11/2018,03:00,Atlas,Pachuca,0,0,D
Mexico,Liga MX,2018/2019,10/11/2018,23:00,Cruz Azul,Lobos BUAP,2,1,H
Mexico,Liga MX,2018/2019,11/11/2018,01:00,Club Leon,Guadalajara Chivas,0,1,A
Mexico,Liga MX,2018/2019,11/11/2018,01:00,Tigres UANL,Puebla,6,1,H
Mexico,Liga MX,2018/2019,11/11/2018,03:00,Club Tijuana,Monarcas,2,3,A
Mexico,Liga MX,2018/2019,11/11/2018,03:00,Necaxa,Monterrey,1,1,D
Mexico,Liga MX,2018/2019,11/11/2018,18:00,Toluca,UNAM Pumas,0,1,A
Mexico,Liga MX,2018/2019,12/11/2018,00:00,Santos Laguna,Club America,1,1,D
Mexico,Liga MX,2018/2019,24/11/2018,01:00,Monarcas,Cruz Azul,0,2,A
Mexico,Liga MX,2018/2019,24/11/2018,03:00,Puebla,Club Tijuana,0,0,D
Mexico,Liga MX,2018/2019,24/11/2018,23:00,Queretaro,Necaxa,1,0,H
Mexico,Liga MX,2018/2019,25/11/2018,01:00,Club America,Veracruz,4,1,H
Mexico,Liga MX,2018/2019,25/11/2018,01:00,Pachuca,Club Leon,1,1,D
Mexico,Liga MX,2018/2019,25/11/2018,03:00,Guadalajara Chivas,Tigres UANL,0,1,A
Mexico,Liga MX,2018/2019,25/11/2018,03:06,Monterrey,Atlas,3,1,H
Mexico,Liga MX,2018/2019,25/11/2018,18:00,UNAM Pumas,Santos Laguna,1,1,D
Mexico,Liga MX,2018/2019,25/11/2018,22:00,Lobos BUAP,Toluca,2,0,H
Mexico,Liga MX,2018/2019,29/11/2018,01:00,Queretaro,Cruz Azul,0,2,A
Mexico,Liga MX,2018/2019,29/11/2018,03:06,Monterrey,Santos Laguna,1,0,H
Mexico,Liga MX,2018/2019,30/11/2018,01:00,Toluca,Club America,2,2,D
Mexico,Liga MX,2018/2019,30/11/2018,03:00,Tigres UANL,UNAM Pumas,2,1,H
Mexico,Liga MX,2018/2019,02/12/2018,01:00,Cruz Azul,Queretaro,1,1,D
Mexico,Liga MX,2018/2019,02/12/2018,03:00,Santos Laguna,Monterrey,0,2,A
Mexico,Liga MX,2018/2019,02/12/2018,18:00,UNAM Pumas,Tigres UANL,3,1,H
Mexico,Liga MX,2018/2019,03/12/2018,00:30,Club America,Toluca,3,2,H
Mexico,Liga MX,2018/2019,06/12/2018,02:06,Monterrey,Cruz Azul,1,0,H
Mexico,Liga MX,2018/2019,07/12/2018,02:45,UNAM Pumas,Club America,1,1,D
Mexico,Liga MX,2018/2019,09/12/2018,01:00,Cruz Azul,Monterrey,1,0,H
Mexico,Liga MX,2018/2019,10/12/2018,00:45,Club America,UNAM Pumas,6,1,H
Mexico,Liga MX,2018/2019,14/12/2018,02:30,Club America,Cruz Azul,0,0,D
Mexico,Liga MX,2018/2019,17/12/2018,00:30,Cruz Azul,Club America,0,2,A
Mexico,Liga MX,2018/2019,05/01/2019,01:00,Monarcas,Toluca,1,3,A
Mexico,Liga MX,2018/2019,05/01/2019,03:00,Puebla,Cruz Azul,1,1,D
Mexico,Liga MX,2018/2019,05/01/2019,23:00,Queretaro,Atlas,1,2,A
Mexico,Liga MX,2018/2019,05/01/2019,23:06,Monterrey,Pachuca,5,0,H
Mexico,Liga MX,2018/2019,06/01/2019,01:06,Club Leon,Tigres UANL,2,2,D
Mexico,Liga MX,2018/2019,06/01/2019,03:00,Guadalajara Chivas,Club Tijuana,2,0,H
Mexico,Liga MX,2018/2019,06/01/2019,18:00,UNAM Pumas,Veracruz,0,0,D
Mexico,Liga MX,2018/2019,06/01/2019,22:00,Lobos BUAP,Santos Laguna,2,0,H
Mexico,Liga MX,2018/2019,12/01/2019,01:00,Veracruz,Lobos BUAP,0,1,A
Mexico,Liga MX,2018/2019,12/01/2019,03:00,Atlas,Club America,1,2,A
Mexico,Liga MX,2018/2019,12/01/2019,23:00,Monterrey,Club Leon,2,2,D
Mexico,Liga MX,2018/2019,13/01/2019,01:00,Cruz Azul,Guadalajara Chivas,0,1,A
Mexico,Liga MX,2018/2019,13/01/2019,01:06,Pachuca,Queretaro,3,0,H
Mexico,Liga MX,2018/2019,13/01/2019,03:00,Club Tijuana,Tigres UANL,0,3,A
Mexico,Liga MX,2018/2019,13/01/2019,03:00,Necaxa,UNAM Pumas,2,1,H
Mexico,Liga MX,2018/2019,13/01/2019,18:00,Toluca,Puebla,2,0,H
